"code_ogr","libelle","code_type_referentiel","code_ref_rubrique","code_tete_rgpmt","libelle_activite_impression","libelle_en_tete_regroupement"
"121631","Contrôler la conformité du codage des données","2","9","","",""
"121632","Organiser une unité de vente","2","6","","",""
"121633","Planifier des bilans de santé","2","6","","",""
"121634","Elaborer un projet d''animation","2","9","","",""
"121636","Conduire des projets sociaux","2","9","","",""
"121637","Mettre en place une politique de partenariat avec des clubs sportifs, des associations, ..","2","9","","",""
"121638","Réaliser une analyse de risques (identification, hiérarchisation et évolution)","2","9","","",""
"121641","Piloter des opérations liées à la gestion des emplois et des compétences","2","6","","",""
"121642","Rédiger des notices techniques","2","9","","",""
"121643","Effectuer une assistance technique","2","6","","",""
"121644","Emettre des ordres d''achat ou de vente","2","6","","",""
"121645","Rédiger un message adapté à un support de communication (presse, radio, télévision, web)","2","9","","",""
"121646","Enregistrer les données d''une commande","2","6","","",""
"121646","Enregistrer les données d''une commande","2","9","","",""
"121647","Collecter des informations géographiques","2","6","","",""
"121648","Structurer des informations géographiques","2","6","","",""
"121649","Etablir un bon de commande","2","9","","",""
"121650","Concevoir l''arborescence d''un site web","2","9","","",""
"121651","Etablir un bordereau de vente","2","9","","",""
"121652","Proposer des tarifs adaptés à un établissement touristique","2","9","","",""
"121657","Négocier des solutions techniques ou financières avec un client","2","6","","",""
"121657","Négocier des solutions techniques ou financières avec un client","2","9","","",""
"121658","Négocier les conditions d''achat d''un espace publicitaire","2","9","","",""
"121660","Négocier des modalités de transport","2","9","","",""
"121661","Négocier des partenariats","2","6","","",""
"121661","Négocier des partenariats","2","9","","",""
"121662","Négocier l''aménagement d''une dette","2","6","","",""
"121663","Négocier l''annulation d''une dette","2","6","","",""
"121665","Négocier des prix","2","6","","",""
"121665","Négocier des prix","2","9","","",""
"121666","Négocier des promotions","2","9","","",""
"121667","Négocier l''emplacement d''un produit","2","6","","",""
"121667","Négocier l''emplacement d''un produit","2","9","","",""
"121668","Mettre en oeuvre une action promotionnelle","2","9","","",""
"121669","Établir un Plan de Prévention des Risques (PPR)","2","6","","",""
"121669","Établir un Plan de Prévention des Risques (PPR)","2","9","","",""
"121671","Définir des modalités de paiement adaptées","2","6","","",""
"121672","Négocier des conditions d''achat","2","9","","",""
"121673","Négocier un accord, une convention avec des intervenants externes","2","9","","",""
"121674","Réaliser le suivi d''une action, accord ou convention","2","9","","",""
"121678","Conseiller des interlocuteurs en gestion des risques","2","6","","",""
"121686","Equipement informatique","1","10","","",""
"121687","Revêtement de sols ou de murs","1","10","","",""
"121688","Logiciel de gestion clients","1","10","","",""
"121688","Logiciel de gestion clients","1","7","","",""
"121689","Protection du consommateur","1","10","","",""
"121690","Management électronique de relation client (e-CRM)","1","7","","",""
"121691","Typologie du client","1","10","","",""
"121691","Typologie du client","1","7","","",""
"121698","Proposer un service, produit adapté à la demande client","2","6","","",""
"121698","Proposer un service, produit adapté à la demande client","2","9","","",""
"121702","Modalités de traitement des litiges","1","10","","",""
"121702","Modalités de traitement des litiges","1","7","","",""
"121703","Réaliser des échantillons tests","2","6","","",""
"121703","Réaliser des échantillons tests","2","9","","",""
"121704","Analyse des risques financiers","1","10","","",""
"121704","Analyse des risques financiers","1","7","","",""
"121705","Produits image et son","1","10","","",""
"121706","Techniques commerciales","1","10","","",""
"121706","Techniques commerciales","1","7","","",""
"121707","Matériaux de construction","1","10","","",""
"121709","Service Après Vente (SAV)","1","10","","",""
"121709","Service Après Vente (SAV)","1","7","","",""
"121711","Etudier une demande client","2","6","","",""
"121711","Etudier une demande client","2","9","","",""
"121713","Définir les besoins en assurance d''un client","2","6","","",""
"121714","Analyser les données du secteur de l''assurance","2","6","","",""
"121715","Assister techniquement des clients pour une fusion-acquisition","2","9","","",""
"121716","Calculer une commission de performance","2","9","","",""
"121717","Evaluer des actifs financiers","2","6","","",""
"121718","Classer des documents professionnels","2","6","","",""
"121719","Codifier des données clients","2","6","","",""
"121720","Mettre à jour un tableau de suivi client","2","6","","",""
"121721","Collecter des informations sur un produit, une marque","2","9","","",""
"121722","Calculer l''engagement monétaire d''une entreprise par contrat d''assurance","2","6","","",""
"121723","Contrôler l''engagement monétaire d''une entreprise par contrat d''assurance","2","6","","",""
"121724","Collecter les résultats d''une enquête","2","6","","",""
"121724","Collecter les résultats d''une enquête","2","9","","",""
"121725","Collecter les informations nécéssaires à l''établissement de droits ou de taxes","2","6","","",""
"121726","Evaluer le montant des plus ou moins-values réalisées sur des produits d''épargne","2","9","","",""
"121727","Modes d''agencement des matériaux (Opus)","1","7","","",""
"121729","Equipements de pompage","1","7","","",""
"121730","Machine de transfert de fluides frigorigènes","1","10","","",""
"121730","Machine de transfert de fluides frigorigènes","1","7","","",""
"121731","Machines à projeter","1","7","","",""
"121732","Machines de polissage","1","10","","",""
"121733","Caractéristiques des tunneliers","1","10","","",""
"121734","Architecture d''intérieur","1","10","","",""
"121734","Architecture d''intérieur","1","7","","",""
"121735","Construction durable (Ecoconstruction)","1","10","","",""
"121735","Construction durable (Ecoconstruction)","1","7","","",""
"121737","Réglementation des délais de paiement","1","10","","",""
"121738","Règlementation des professionnels de l''expertise comptable","1","7","","",""
"121739","Réaliser un bilan comptable","2","6","","",""
"121739","Réaliser un bilan comptable","2","9","","",""
"121740","Tenir un journal comptable","2","6","","",""
"121741","Photogrammétrie","1","7","","",""
"121743","Appareils haute pression","1","7","","",""
"121744","Négocier un taux d''achat ou de vente de devises étrangères","2","9","","",""
"121746","Assister techniquement un réseau commercial","2","6","","",""
"121749","Clôturer une caisse","2","6","","",""
"121749","Clôturer une caisse","2","9","","",""
"121751","Commercialiser des produits d''extraction","2","9","","",""
"121752","Commercialiser les produits d''une exploitation","2","9","","",""
"121754","Concevoir une opération d''animation en magasin","2","9","","",""
"121755","Consigner des données d''activité","2","6","","",""
"121759","Effectuer une démonstration devant un client ou un public","2","6","","",""
"121759","Effectuer une démonstration devant un client ou un public","2","9","","",""
"121761","Console de visualisation et de régulation","1","10","","",""
"121762","Enregistrer la vente d''un article","2","6","","",""
"121763","Etablir les modalités d''une prestation","2","9","","",""
"121764","Evaluer le coût d''un produit","2","6","","",""
"121766","Engin de terrassement mécanisé","1","7","","",""
"121769","Gérer une relation client","2","9","","",""
"121770","Gérer la disponibilité d''un produit touristique","2","9","","",""
"121771","Commercialiser un produit","2","9","","",""
"121774","Evaluer le prix de revient d''un chantier","2","9","","",""
"121775","Contrôler les dépenses d''un chantier","2","6","","",""
"121775","Contrôler les dépenses d''un chantier","2","9","","",""
"121776","Actualiser des prix","2","9","","",""
"121777","Fixer des éléments basse tension","2","6","","",""
"121778","Raccorder des éléments basse tension","2","6","","",""
"121778","Raccorder des éléments basse tension","2","9","","",""
"121780","Sonder verticalement le sol","2","9","","",""
"121784","Traitement des opérations sur titres","1","10","","",""
"121784","Traitement des opérations sur titres","1","7","","",""
"121785","Procédures civiles d''exécution et de recours","1","7","","",""
"121786","Concevoir un business plan","2","6","","",""
"121787","Introduire une sociéte en bourse","2","6","","",""
"121788","Concevoir une offre publique d''achat","2","6","","",""
"121792","Protéger des manchons, chaussettes, joints, vannes et robinets","2","6","","",""
"121793","Concevoir un plan d''action de projet","2","6","","",""
"121794","Réaliser un suivi des contrats","2","9","","",""
"121795","Assembler des manchons, chaussettes, joints, vannes et robinets","2","6","","",""
"121796","Organiser un planning du personnel","2","6","","",""
"121797","Caler des manchons, chaussettes, joints, vannes et robinets","2","6","","",""
"121798","Concevoir un projet d''actions socioculturelles","2","6","","",""
"121799","Concevoir un projet télécom","2","6","","",""
"121800","Organiser une animation","2","6","","",""
