"code_ogr","riasec_majeur","riasec_mineur"
"115300","R",""
"115301","R",""
"115307","C","R"
"115312","R","C"
"115313","R","C"
"115315","R",""
"115316","C",""
"115317","C","R"
"115319","R","I"
"115321","S","R"
"115323","E","R"
"115327","R",""
"115328","C",""
"115329","C",""
"115330","C","R"
"115331","S","R"
"115332","R",""
"115338","C","R"
"115339","C","R"
"115342","R","I"
"115345","S","I"
"115348","R","I"
"115349","I","C"
"115350","I",""
"115353","R",""
"115356","R","C"
"115362","C",""
"115363","R","I"
"115365","C",""
"115366","R","S"
"115368","R","A"
"115369","E","R"
"115372","C",""
"115375","C","R"
"115379","R","A"
"115383","S",""
"115395","R","A"
"115400","A",""
"115407","C","A"
"115418","A","I"
"115420","E","R"
"115421","E","R"
"115423","A","R"
"115424","A","C"
"115429","R","A"
"115433","R",""
"115434","S","A"
"115439","A","R"
"115440","C","S"
"115444","R","A"
"115445","R",""
"115455","A","R"
"115463","A","C"
"115468","I","E"
"115471","I","C"
"115483","S",""
"115517","E",""
"115519","E",""
"115524","I","C"
"115526","I","R"
"115528","E","R"
"115530","R","I"
"115531","I","R"
"115534","C",""
"115536","I","C"
"115537","C",""
"115538","R",""
"115540","I","R"
"115542","R","C"
"115543","R","C"
"115544","E","C"
"115547","R","I"
"115552","R",""
"115553","I","E"
"115554","C",""
"115559","R",""
"115560","R",""
"115561","C","R"
"115569","E","I"
"115575","C",""
"115577","E",""
"115580","C","R"
"115581","R","I"
"115583","E",""
"115584","C",""
"115585","C",""
"115586","R",""
"115587","C",""
"115588","R","I"
"115592","R",""
"115593","R",""
"115595","E","C"
"115596","C",""
"115600","E","C"
"115601","E","C"
"115602","E","C"
"115603","E","R"
"115604","E","R"
"115606","E","C"
"115607","R",""
"115608","R",""
"115611","S","E"
"115613","E","C"
"115615","C",""
"115617","R","C"
"115620","R",""
"115621","C",""
"115622","C","R"
"115623","C",""
"115624","S",""
"115625","R",""
"115626","C",""
"115628","S",""
"115630","R",""
"115631","R",""
"115632","C",""
"115635","C",""
"115636","R",""
"115640","R",""
"115645","C",""
"115646","C",""
"115647","C",""
"115649","C",""
"115650","C",""
"115651","E","C"
"115653","C",""
"115654","S","C"
"115655","R",""
"115656","S","R"
"115658","C",""
"115659","C","I"
"115660","C",""
"115661","C",""
"115663","C",""
"115664","R",""
"115665","R","S"
"115666","R",""
"115667","R",""
"115692","E","S"
"115694","E","S"
"115701","E","C"
"115799","I","R"
"115801","I",""
"115856","C",""
"115860","R",""
"116200","C","I"
"116279","C","I"
"116382","C","S"
"116384","S",""
"116390","C","E"
"116396","C","I"
"116400","S","I"
"116410","S",""
"116467","C","R"
"116507","I","R"
"116508","E",""
"116517","A",""
"116647","R",""
"116663","R",""
"116667","C",""
"116679","R","C"
"116680","R","C"
"116682","C",""
"116706","C",""
"116707","C",""
"116710","R",""
"116711","C","R"
"116715","R",""
"116735","R",""
"116737","R",""
"116802","R",""
"116817","C","E"
"116818","R","E"
"116819","R",""
"116827","I","R"
"116838","I",""
"116839","I",""
"116864","E","C"
"116879","E","C"
"116880","E","C"
"116881","C",""
"116882","C",""
"116892","E","S"
"116895","S","E"
"116900","E",""
"116905","E","C"
"116906","E","C"
"116908","E","I"
"116909","E","I"
"116915","C",""
"116918","S",""
"116919","S",""
"116920","S",""
"116932","C",""
"116934","C",""
"116942","I","C"
"116947","E","C"
"116949","C","E"
"116957","I","C"
"116967","E","C"
"116970","I","R"
"116976","C","R"
"116980","E",""
"116993","E","C"
"117012","I","C"
"117015","C",""
"117019","C",""
"117020","C",""
"117023","I","R"
"117024","I","R"
"117025","I","R"
"117029","C","I"
"117064","C","R"
"117070","R",""
"117083","S","E"
"117084","C","E"
"117103","R","C"
"117111","C","E"
"117117","C",""
"117129","C","E"
"117136","C",""
"117139","C",""
"117140","C",""
"117141","C",""
"117146","E","C"
"117149","I","E"
"117150","R","E"
"117153","C","E"
"117158","C","E"
"117159","I","R"
"117162","E",""
"117164","E","S"
"117166","E","R"
"117170","C","E"
"117171","C","E"
"117172","C","E"
"117173","C","E"
"117174","C","E"
"117175","C","E"
"117180","E","C"
"117184","C","R"
"117185","C","R"
"117186","C","R"
"117187","C","R"
"117191","C","R"
"117194","C",""
"117205","C",""
"117206","C",""
"117210","C",""
"117211","C",""
"117212","C",""
"117215","C",""
"117216","C",""
"117228","E","C"
"117238","C",""
"117240","C",""
"117243","C",""
"117246","E","C"
"117248","C","R"
"117251","C",""
"117253","E","C"
"117254","E","C"
"117256","S","R"
"117260","C",""
"117269","C","E"
"117272","C",""
"117273","C",""
"117276","E",""
"117277","E",""
"117283","C",""
"117286","E","C"
"117290","C",""
"117296","A","E"
"117297","A","C"
"117303","E","C"
"117304","C",""
"117305","C",""
"117306","C",""
"117307","C",""
"117309","C","E"
"117314","C","E"
"117315","A","C"
"117318","C",""
"117319","C",""
"117323","I","E"
"117327","E","C"
"117328","C","I"
"117333","E",""
"117334","C","R"
"117335","I","C"
"117344","E","C"
"117346","C","I"
"117348","E",""
"117352","C","I"
"117353","C","I"
"117363","C",""
"117364","I","R"
"117365","I","R"
"117366","R","I"
"117367","C",""
"117368","C",""
"117369","R","C"
"117370","R",""
"117371","R",""
"117372","R",""
"117375","C",""
"117421","E","R"
"117447","R",""
"117468","R",""
"117470","R",""
"117475","R",""
"117476","R",""
"117477","R",""
"117479","R",""
"117482","R",""
"117488","C",""
"117489","R",""
"117492","R",""
"117497","C","R"
"117509","R",""
"117515","C",""
"117517","C","R"
"117520","C","R"
"117521","C","R"
"117523","C","E"
"117524","R","C"
"117528","C",""
"117529","R","C"
"117532","R",""
"117547","R","C"
"117548","R",""
"117560","A","E"
"117561","C","E"
"117569","R",""
"117570","C",""
"117572","R","C"
"117573","R","C"
"117575","R","C"
"117577","C",""
"117585","C",""
"117587","R",""
"117590","C",""
"117600","C",""
"117611","R","I"
"117616","C","R"
"117634","C",""
"117635","C",""
"117640","R",""
"117646","C",""
"117650","C",""
"117658","E","C"
"117666","C",""
"117682","E","C"
"117698","I","C"
"117708","E","C"
"117713","C",""
"117715","E","C"
"117716","E","C"
"117717","R","C"
"117731","C",""
"117759","C","R"
"117792","C",""
"117848","A",""
"117852","R",""
"117856","A",""
"117859","A",""
"117860","A",""
"117869","R","A"
"117874","A",""
"117891","A","R"
"117900","A",""
"117901","A",""
"117907","R","C"
"117908","A",""
"117909","R","C"
"117911","R","A"
"117915","S",""
"117916","R",""
"117917","R",""
"117932","R",""
"117933","E","C"
"117934","A",""
"117941","R","A"
"117942","A","R"
"117955","R","A"
"117964","A",""
"117970","A",""
"117980","I","R"
"117986","C",""
"117999","C","E"
"118006","R","A"
"118007","R","A"
"118008","R","A"
"118009","R","A"
"118010","R","A"
"118011","R","A"
"118013","R","A"
"118014","R","A"
"118015","R","A"
"118018","R",""
"118019","R",""
"118020","R",""
"118023","E","C"
"118024","E",""
"118025","E",""
"118026","C","R"
"118031","A","E"
"118032","R","S"
"118034","R","S"
"118040","S","I"
"118044","A","R"
"118065","C","S"
"118066","C","S"
"118069","C",""
"118070","C",""
"118094","E","C"
"118095","R",""
"118244","C",""
"118245","C",""
"118254","C","R"
"118260","S",""
"118261","S",""
"118262","S","A"
"118264","E",""
"118270","I","R"
"118275","E","I"
"118300","C",""
"118301","C",""
"118324","C",""
"118361","R",""
"118362","R",""
"118364","E","C"
"118365","E",""
"118368","E","C"
"118373","E","C"
"118391","E",""
"118407","E","S"
"118408","C",""
"118419","E","C"
"118488","E","C"
"118496","E",""
"118500","I","R"
"118512","R",""
"118519","R","I"
"118520","I","S"
"118521","I","S"
"118530","I",""
"118539","I","A"
"118540","I","R"
"118543","I","A"
"118554","R","A"
"118581","C","E"
"118594","E","C"
"118595","E","C"
"118597","E","C"
"118601","E","C"
"118616","E","C"
"118620","R","C"
"118625","R","S"
"118634","S","C"
"118637","E","S"
"118639","C","R"
"118643","E",""
"118648","E",""
"118649","E","R"
"118676","I","C"
"118690","E",""
"118691","E",""
"118728","E","S"
"118730","E","I"
"118732","C","I"
"118741","C",""
"118742","E",""
"118743","E","C"
"118744","E",""
"118745","E",""
"118758","C","R"
"118762","C","R"
"118763","C","R"
"118764","C","R"
"118768","R","E"
"118770","R","I"
"118771","R","I"
"118772","C",""
"118773","C",""
"118776","R",""
"118780","R","C"
"118788","C","R"
"118799","R",""
"118803","S","C"
"118837","C",""
"118838","C",""
"118842","I","R"
"118843","E","R"
"118855","C",""
"118870","E","C"
"118871","C",""
"118872","C",""
"118873","C",""
"118875","E","C"
"118876","C","E"
"118878","C","E"
"118884","E","C"
"118894","C","E"
"118907","R","I"
"118927","S","R"
"118928","S","A"
"118929","S","R"
"118933","C","E"
"118937","S","E"
"118938","S","E"
"118941","E","S"
"118942","E",""
"118943","E","S"
"118949","S","E"
"118969","E","C"
"118989","C",""
"118992","R","E"
"119005","R",""
"119008","R",""
"119026","C","R"
"119028","E","C"
"119029","E","C"
"119082","R","C"
"119083","C",""
"119084","C","E"
"119102","C",""
"119104","C","R"
"119106","C","E"
"119109","E",""
"119114","C","I"
"119117","R","E"
"119123","R",""
"119126","R","A"
"119127","R","A"
"119128","R","A"
"119137","R","A"
"119138","R","A"
"119139","R","A"
"119140","R","A"
"119151","S",""
"119152","C",""
"119156","R",""
"119161","I","R"
"119179","C",""
"119180","C",""
"119209","R",""
"119210","R",""
"119214","R",""
"119235","A","E"
"119242","R","C"
"119250","C",""
"119263","C",""
"119264","C","I"
"119269","I","E"
"119270","E","I"
"119272","C","S"
"119281","R",""
"119282","R","E"
"119290","R","C"
"119292","R",""
"119312","I","E"
"119317","C",""
"119319","C",""
"119320","C",""
"119322","C",""
"119324","C",""
"119329","E",""
"119330","E","C"
"119332","E",""
"119333","E","I"
"119334","E","I"
"119335","E",""
"119337","E","S"
"119346","R",""
"119351","I",""
"119353","I",""
"119355","R","C"
"119356","I",""
"119357","R",""
"119358","I",""
"119360","I",""
"119361","I",""
"119363","C",""
"119364","C",""
"119368","R",""
"119381","C",""
"119394","C",""
"119395","I","E"
"119398","C",""
"119405","C",""
"119438","R",""
"119439","R",""
"119441","R",""
"119442","R",""
"119443","R",""
"119444","R",""
"119445","R",""
"119446","R",""
"119449","R",""
"119451","R","S"
"119452","R","S"
"119462","R",""
"119467","I","R"
"119478","E","C"
"119479","C","I"
"119480","C",""
"119485","I","C"
"119496","R",""
"119530","A",""
"119536","A","E"
"119576","E","R"
"119589","C","S"
"119590","C","S"
"119595","E",""
"119599","S",""
"119605","R","I"
"119606","R","I"
"119609","C",""
"119616","I","R"
"119618","I","R"
"119619","C",""
"119621","R",""
"119622","R",""
"119623","C",""
"119624","S",""
"119625","R","S"
"119627","C",""
"119630","E",""
"119639","A","I"
"119659","A","E"
"119668","C",""
"119671","A",""
"119683","R",""
"119684","C",""
"119685","C","R"
"119686","C","R"
"119687","C","R"
"119691","R",""
"119699","C",""
"119701","C","E"
"119732","E","C"
"119735","S","C"
"119736","E",""
"119737","S",""
"119746","C",""
"119758","E","C"
"119759","C",""
"119762","S",""
"119768","I","S"
"119770","I","S"
"119774","S",""
"119776","E","S"
"119777","E","S"
"119778","I","S"
"119779","I","S"
"119785","S",""
"119786","S",""
"119787","S",""
"119788","R","S"
"119790","E",""
"119792","A","E"
"119793","A","E"
"119800","R","I"
"119813","R",""
"119815","E",""
"119817","E",""
"119820","A",""
"119822","A",""
"119823","A",""
"119833","A","R"
"119838","R",""
"119839","R",""
"119840","R",""
"119844","E","R"
"119845","E","R"
"119847","C",""
"119848","R",""
"119849","R",""
"119850","E","A"
"119851","C",""
"119855","R",""
"119858","C",""
"119859","C",""
"119860","C","R"
"119877","C",""
"119880","C",""
"119881","R","I"
"119887","C","E"
"119892","C",""
"119894","R",""
"119897","R",""
"119898","A",""
"119905","R","A"
"119909","R","A"
"119911","R","A"
"119912","E","C"
"119913","E",""
"119914","R","A"
"119918","R","A"
"119920","R","A"
"119924","A","R"
"119928","R","I"
"119930","C","R"
"119935","R",""
"119936","R",""
"119937","C",""
"119943","R",""
"119945","E","S"
"119989","C",""
"119993","R",""
"119995","R","A"
"119997","R","A"
"119998","R","A"
"120003","R",""
"120022","R",""
"120031","C","R"
"120035","R","A"
"120037","R","A"
"120038","R","A"
"120040","R","A"
"120041","R","A"
"120042","R","A"
"120043","R","A"
"120050","R",""
"120051","C",""
"120065","R","A"
"120066","R",""
"120067","R",""
"120068","R",""
"120069","R",""
"120070","R",""
"120071","R","A"
"120072","C",""
"120073","C",""
"120074","C",""
"120075","C",""
"120076","C",""
"120077","C",""
"120078","C",""
"120079","C",""
"120080","C",""
"120081","C",""
"120082","C",""
"120083","C",""
"120084","C",""
"120086","R","I"
"120087","R",""
"120088","R",""
"120089","R",""
"120090","R",""
"120094","R",""
"120095","A",""
"120111","R",""
"120112","R",""
"120113","R",""
"120114","R",""
"120115","R",""
"120123","R","C"
"120130","S",""
"120131","R",""
"120133","I","A"
"120138","A","R"
"120146","S",""
"120154","C","R"
"120169","E","C"
"120170","C","E"
"120206","C","E"
"120209","C","R"
"120220","R",""
"120224","R",""
"120230","R",""
"120232","R","C"
"120242","R","C"
"120247","R","C"
"120257","R",""
"120259","R",""
"120260","I",""
"120261","I",""
"120265","R","C"
"120271","R","I"
"120275","C",""
"120277","R",""
"120281","C",""
"120303","C","R"
"120304","C","S"
"120306","I","R"
"120324","I","R"
"120325","I","R"
"120326","R","I"
"120327","R","I"
"120333","E","C"
"120337","A","R"
"120339","I","R"
"120340","I","R"
"120348","R","I"
"120360","R",""
"120361","R",""
"120370","I","R"
"120371","C",""
"120373","C",""
"120376","C","R"
"120377","R",""
"120378","C",""
"120386","R",""
"120387","R",""
"120388","R",""
"120389","R",""
"120390","R",""
"120391","R",""
"120392","R",""
"120393","R",""
"120405","R",""
"120413","R",""
"120415","R",""
"120417","R",""
"120418","R",""
"120419","R",""
"120422","C",""
"120424","S","R"
"120425","S","A"
"120429","S",""
"120430","I","S"
"120431","I","S"
"120444","S","R"
"120451","I","R"
"120454","E","R"
"120466","E","R"
"120481","A",""
"120482","R",""
"120488","R",""
"120498","E","A"
"120500","S",""
"120503","R",""
"120509","R",""
"120510","R",""
"120512","E",""
"120513","A","E"
"120516","E",""
"120518","R",""
"120522","E","C"
"120524","E","A"
"120525","R",""
"120526","C",""
"120552","C","I"
"120555","A","E"
"120556","I","E"
"120563","C",""
"120567","E",""
"120571","A","E"
"120575","A","E"
"120578","S","R"
"120587","E",""
"120588","I","E"
"120589","S",""
"120595","E","C"
"120596","E","I"
"120608","C","E"
"120627","C","R"
"120630","C","R"
"120632","C","R"
"120635","C",""
"120648","C","R"
"120652","E",""
"120664","R",""
"120672","C","R"
"120675","C",""
"120678","R",""
"120679","R",""
"120680","R",""
"120683","S","E"
"120690","S",""
"120695","C",""
"120696","C",""
"120697","S","C"
"120699","R",""
"120700","S",""
"120701","S",""
"120708","C",""
"120709","C",""
"120710","E","C"
"120715","C",""
"120722","C",""
"120724","R","I"
"120733","S","E"
"120734","I","E"
"120760","A","R"
"120766","I","A"
"120768","E",""
"120769","A","R"
"120775","E",""
"120779","E","I"
"120782","E",""
"120784","I","E"
"120788","R",""
"120789","R","I"
"120790","R","I"
"120792","C",""
"120793","R","A"
"120794","A","E"
"120795","E","C"
"120801","E","C"
"120802","C","A"
"120805","C","R"
"120853","I","R"
"120854","R",""
"120862","E",""
"120872","R",""
"120873","C","S"
"120902","S","R"
"120903","R",""
"120905","S","I"
"120911","C","S"
"120913","I","E"
"120914","E",""
"120941","C","R"
"120956","C","I"
"120963","C","R"
"120981","C",""
"120982","C",""
"120983","E","C"
"120984","E","I"
"120985","C",""
"120991","I","C"
"120992","C",""
"121007","R",""
"121008","R",""
"121009","E","R"
"121021","C",""
"121028","I","C"
"121035","I","A"
"121041","E","R"
"121044","I","R"
"121045","I","R"
"121049","R","S"
"121050","C","R"
"121051","R","I"
"121053","R",""
"121054","R",""
"121055","R",""
"121056","I","R"
"121059","C",""
"121060","S","R"
"121062","R",""
"121063","C","I"
"121085","C","S"
"121086","C","S"
"121088","C",""
"121091","I","C"
"121093","S",""
"121094","E","C"
"121095","E","C"
"121104","E","C"
"121117","I","S"
"121136","E",""
"121147","S",""
"121159","R",""
"121160","R",""
"121161","R",""
"121164","C",""
"121168","R",""
"121169","R",""
"121171","C","I"
"121172","R",""
"121174","R","I"
"121175","R","I"
"121180","R",""
"121181","R",""
"121182","R",""
"121187","R",""
"121194","S","E"
"121195","R",""
"121196","C",""
"121199","A",""
"121201","S","E"
"121202","E","C"
"121204","C","E"
"121206","E",""
"121207","E","C"
"121208","I","E"
"121210","E",""
"121213","R",""
"121214","C","E"
"121215","E","C"
"121216","E","S"
"121217","R","A"
"121218","E",""
"121219","C",""
"121220","C",""
"121221","R","A"
"121223","R",""
"121225","S","R"
"121228","R",""
"121230","R",""
"121234","I","E"
"121237","E","I"
"121238","E","I"
"121239","R","I"
"121240","R",""
"121241","E","S"
"121242","E","S"
"121249","R",""
"121251","R",""
"121257","E","C"
"121258","S","E"
"121259","E","C"
"121260","C",""
"121262","C","I"
"121264","C",""
"121265","R","S"
"121267","I",""
"121268","C",""
"121270","C","R"
"121272","C","E"
"121273","E","A"
"121275","I","C"
"121277","C","I"
"121280","C",""
"121281","E","C"
"121283","C","I"
"121286","I","E"
"121287","I","C"
"121288","S","C"
"121290","C",""
"121291","C",""
"121306","R",""
"121307","R",""
"121314","R",""
"121315","C",""
"121319","C",""
"121322","E","I"
"121324","R","A"
"121326","R","C"
"121328","E","R"
"121329","S",""
"121331","I","R"
"121332","S",""
"121334","R",""
"121335","R",""
"121336","R",""
"121339","A","C"
"121340","A","C"
"121341","A","C"
"121342","R",""
"121343","R",""
"121354","C",""
"121357","R",""
"121358","R",""
"121360","E","C"
"121361","E","C"
"121363","E",""
"121364","E","C"
"121365","E","I"
"121366","E","I"
"121367","E","I"
"121368","E","C"
"121369","E","C"
"121370","E","C"
"121371","E","C"
"121372","C",""
"121373","C",""
"121374","R","S"
"121376","E","C"
"121378","E","C"
"121379","I",""
"121380","E","C"
"121381","E","I"
"121382","C",""
"121383","C",""
"121387","E","C"
"121390","E",""
"121391","E","C"
"121392","E",""
"121394","E",""
"121395","E","I"
"121396","E","I"
"121398","R","I"
"121399","E","I"
"121402","S",""
"121403","R","S"
"121405","E",""
"121406","E",""
"121409","C",""
"121410","C",""
"121412","E","C"
"121413","C",""
"121414","C",""
"121415","S","E"
"121420","E",""
"121421","S",""
"121425","S","E"
"121426","E","C"
"121427","E",""
"121428","C",""
"121430","E",""
"121431","E",""
"121434","S",""
"121438","I","C"
"121441","I","E"
"121442","I","E"
"121443","E","I"
"121444","C","I"
"121445","C",""
"121446","I","R"
"121449","R","A"
"121450","E",""
"121451","R",""
"121452","R",""
"121453","R",""
"121454","R",""
"121455","R",""
"121456","R",""
"121457","R",""
"121468","R",""
"121469","R",""
"121482","R",""
"121485","R",""
"121486","R",""
"121489","R",""
"121490","E",""
"121491","E",""
"121492","I","E"
"121493","R","A"
"121497","E","R"
"121500","A","E"
"121501","R",""
"121502","R",""
"121503","R",""
"121504","C",""
"121505","C",""
"121506","E","C"
"121508","E","C"
"121509","R",""
"121510","R",""
"121512","R",""
"121513","R",""
"121514","C","E"
"121515","R",""
"121516","R",""
"121517","R",""
"121518","R",""
"121519","R",""
"121520","E","C"
"121521","E","C"
"121522","E","S"
"121525","C",""
"121526","I",""
"121527","E","C"
"121529","I","C"
"121531","I","A"
"121533","C","R"
"121534","C",""
"121538","E","I"
"121539","E","I"
"121540","E",""
"121542","C","S"
"121543","R","S"
"121545","I","S"
"121547","I","E"
"121550","E","C"
"121553","C","E"
"121555","C",""
"121556","C","E"
"121559","R",""
"121564","C",""
"121565","R",""
"121566","R",""
"121567","R",""
"121568","R","S"
"121569","C",""
"121570","C","R"
"121571","C","E"
"121572","E","C"
"121573","E","C"
"121574","R",""
"121575","R",""
"121578","R",""
"121579","R",""
"121582","R",""
"121583","R",""
"121584","R",""
"121585","R",""
"121602","R",""
"121603","R",""
"121605","R",""
"121606","R",""
"121607","I","S"
"121610","I","R"
"121611","I","C"
"121612","R",""
"121613","R",""
"121615","C","R"
"121617","C","R"
"121618","I","C"
"121620","I","S"
"121621","I","S"
"121624","C","R"
"121625","I","R"
"121626","I","R"
"121629","I","C"
"121631","C","I"
"121632","E","C"
"121633","C","S"
"121634","S","E"
"121636","S","E"
"121637","E","S"
"121638","I","R"
"121641","S","E"
"121642","C","R"
"121643","R","S"
"121644","E",""
"121645","I","A"
"121646","C",""
"121647","I","R"
"121648","I","R"
"121649","C","E"
"121650","I",""
"121651","C","E"
"121652","C","E"
"121657","E","R"
"121658","E","C"
"121660","E","C"
"121661","C",""
"121662","E","C"
"121663","E","C"
"121665","E",""
"121666","E","C"
"121667","E",""
"121668","E","C"
"121669","I","R"
"121671","E","C"
"121672","E",""
"121673","E","S"
"121674","E","S"
"121678","R","S"
"121698","S","E"
"121703","R","I"
"121711","S","R"
"121713","I","C"
"121714","C","E"
"121715","R","S"
"121716","I","C"
"121717","I","C"
"121718","C",""
"121719","C",""
"121720","C",""
"121721","I","E"
"121722","C","I"
"121723","C","I"
"121724","I","C"
"121725","C",""
"121726","C",""
"121739","C",""
"121740","C",""
"121744","E","C"
"121746","R","S"
"121749","C",""
"121751","E","R"
"121752","E","R"
"121754","S","C"
"121755","C",""
"121759","E","S"
"121762","C",""
"121763","C",""
"121764","C",""
"121769","C",""
"121770","C","E"
"121771","E","A"
"121772","E","R"
"121774","C","I"
"121775","C",""
"121776","C","I"
"121777","R",""
"121778","R",""
"121780","R",""
"121786","E",""
"121787","E",""
"121788","E",""
"121792","R",""
"121793","E",""
"121794","C",""
"121795","R",""
"121796","C",""
"121797","R",""
"121798","S","E"
"121799","I","R"
"121800","S",""
"121801","S","I"
"121802","I","R"
"121803","C",""
"121804","C",""
"121805","E","A"
"121806","C","R"
"121808","E","C"
"121810","R",""
"121811","R",""
"121812","R",""
"121813","I","S"
"121814","I","S"
"121815","I","S"
"121816","C","I"
"121817","A","R"
"121818","A",""
"121819","I","E"
"121820","R",""
"121821","R",""
"121822","R",""
"121823","R",""
"121824","R",""
"121825","I","C"
"121826","R","A"
"121827","R",""
"121828","R",""
"121830","C",""
"121848","E","S"
"121851","E","S"
"121877","C",""
"121879","E",""
"121889","C","I"
"121890","C","I"
"121894","E","C"
"121896","A","E"
"121897","E","C"
"121898","C",""
"121899","E","C"
"121900","E","C"
"121901","C",""
"121902","R",""
"121904","E","C"
"121906","C",""
"121907","I",""
"121908","C",""
"121909","I",""
"121910","E",""
"121912","E","C"
"121913","E","C"
"121914","E","C"
"121915","E","C"
"121916","E",""
"121918","C",""
"121919","C","E"
"121921","R",""
"121922","R",""
"121923","E",""
"121926","C","E"
"121927","C","E"
"121928","E",""
"121930","E",""
"121931","C",""
"121932","R",""
"121933","E","I"
"121934","E","R"
"121935","C","I"
"121937","R","S"
"121945","R",""
"121948","R",""
"121951","R",""
"121952","R",""
"121953","R",""
"121954","R",""
"121955","R",""
"121956","R",""
"121957","R",""
"121960","R",""
"121961","R",""
"121962","R",""
"121966","R","I"
"121969","C",""
"121970","C",""
"121971","R",""
"121972","R",""
"121973","R",""
"121974","R",""
"121975","R",""
"121976","R",""
"121977","R",""
"121978","R",""
"121979","C",""
"121980","S","C"
"121981","R","S"
"121982","S","R"
"121983","S","I"
"121984","S","I"
"121985","S","C"
"121986","S","C"
"121987","E","S"
"121988","S",""
"121989","S",""
"121991","S","I"
"121992","S","I"
"121993","E","C"
"121994","E","C"
"121995","R",""
"121996","R",""
"121997","S","A"
"122000","R",""
"122002","S","E"
"122003","C","S"
"122005","S","E"
"122006","S","E"
"122011","R",""
"122012","C","I"
"122013","C","I"
"122014","C","E"
"122015","C","E"
"122016","R",""
"122017","R",""
"122018","C","E"
"122019","C","E"
"122020","C",""
"122021","C",""
"122022","I",""
"122023","C","R"
"122024","C",""
"122025","C","E"
"122026","E","R"
"122027","R",""
"122029","C",""
"122030","C","E"
"122031","C",""
"122032","C","I"
"122033","R",""
"122034","C",""
"122035","C",""
"122036","R",""
"122037","C",""
"122038","C",""
"122039","C",""
"122042","R",""
"122045","R",""
"122046","R",""
"122050","C",""
"122051","I","C"
"122052","C",""
"122053","C",""
"122054","C",""
"122055","C",""
"122056","S","E"
"122057","S","E"
"122058","R",""
"122059","R",""
"122060","C",""
"122061","C",""
"122062","C",""
"122063","C",""
"122064","C",""
"122065","C",""
"122066","C",""
"122067","C",""
"122068","C",""
"122069","R","S"
"122070","C",""
"122071","C",""
"122072","R",""
"122073","R",""
"122074","C",""
"122075","C",""
"122076","R","S"
"122077","R","S"
"122078","R","S"
"122079","E","C"
"122081","C",""
"122083","C",""
"122084","C",""
"122085","C","I"
"122086","C","I"
"122087","C","I"
"122088","C",""
"122090","C",""
"122091","C",""
"122093","C",""
"122096","C",""
"122097","C",""
"122099","R",""
"122103","C",""
"122104","C",""
"122105","C",""
"122106","C",""
"122107","C",""
"122108","S","C"
"122109","S","C"
"122110","E",""
"122111","E",""
"122112","R","C"
"122113","C","R"
"122114","C","R"
"122118","R",""
"122119","R",""
"122121","R",""
"122123","R",""
"122124","R",""
"122125","R",""
"122126","R",""
"122128","R",""
"122129","R",""
"122130","R",""
"122131","R",""
"122132","R",""
"122133","R",""
"122134","R","A"
"122135","E","A"
"122136","E","A"
"122138","E","S"
"122139","E","I"
"122140","E","I"
"122141","E","R"
"122142","E","R"
"122144","C","E"
"122145","C","E"
"122146","R",""
"122147","E","C"
"122148","E","S"
"122149","E","S"
"122151","E",""
"122152","E",""
"122153","E","S"
"122154","E",""
"122155","R",""
"122156","R",""
"122159","E","C"
"122161","R","C"
"122162","E","C"
"122163","E",""
"122164","E","C"
"122165","R",""
"122166","E",""
"122167","E","C"
"122168","E","R"
"122169","C","E"
"122170","E","C"
"122171","E","C"
"122176","E","C"
"122177","S",""
"122178","I",""
"122179","E",""
"122180","C","R"
"122181","C","R"
"122183","E",""
"122184","E","C"
"122185","E",""
"122186","E",""
"122187","S","R"
"122188","E",""
"122189","E","R"
"122190","C",""
"122191","E","S"
"122192","C","R"
"122193","E",""
"122194","E","C"
"122196","E","I"
"122197","E",""
"122198","E",""
"122199","R","E"
"122200","E","C"
"122201","E",""
"122206","R",""
"122208","R",""
"122209","R",""
"122213","R",""
"122214","R",""
"122215","R",""
"122217","C",""
"122220","E",""
"122221","R",""
"122222","R",""
"122225","C",""
"122226","C",""
"122234","R",""
"122236","C",""
"122239","S",""
"122241","S",""
"122242","R",""
"122243","C",""
"122244","C",""
"122245","R",""
"122246","C",""
"122247","C",""
"122250","C",""
"122252","C",""
"122253","E","C"
"122254","E",""
"122255","E","S"
"122256","E","S"
"122257","E","S"
"122259","C","R"
"122260","C","R"
"122262","E","C"
"122263","R",""
"122264","E",""
"122265","E","R"
"122266","E","R"
"122267","E","I"
"122268","E","C"
"122269","E","C"
"122271","E","R"
"122273","E",""
"122277","E",""
"122279","R",""
"122297","E","C"
"122298","E","C"
"122299","E",""
"122301","C","E"
"122304","E",""
"122313","C","E"
"122314","E","A"
"122315","E","A"
"122316","E",""
"122317","E","S"
"122320","C","I"
"122325","C",""
"122326","C","E"
"122327","E","C"
"122329","R","C"
"122330","S",""
"122333","S","C"
"122334","S","C"
"122337","C","I"
"122338","C","E"
"122339","C","I"
"122341","C","R"
"122345","C",""
"122351","E","S"
"122352","C","E"
"122355","S","I"
"122356","S","I"
"122360","E","C"
"122361","E","C"
"122362","E","C"
"122370","R","A"
"122374","C","S"
"122375","C",""
"122376","E","C"
"122404","R","I"
"122446","I","C"
"122450","R","C"
"122452","E",""
"122453","E",""
"122454","E","I"
"122455","A","E"
"122456","E",""
"122458","E",""
"122459","C","E"
"122460","C",""
"122467","S","C"
"122468","C",""
